Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,86.90839385986328,87.91984558105469,86.23091888427734,87.82442474365234,76.46915435791016,8251428
2020-01-03,86.52671813964844,87.8530502319336,86.364501953125,87.07061004638672,75.81278228759766,5903698
2020-01-06,87.05152893066406,87.53816986083984,86.82251739501953,87.4427490234375,76.13682556152344,7522963
2020-01-07,86.64122009277344,86.94656372070312,85.03816986083984,85.114501953125,74.10962677001953,11132275
2020-01-08,85.0095443725586,85.40076446533203,84.36068725585938,84.54198455810547,73.61111450195312,15200506
2020-01-09,84.8759536743164,85.92557525634766,84.71373748779297,85.28626251220703,74.25916290283203,9714750
2020-01-10,85.61068725585938,85.98282623291016,85.3530502319336,85.42938995361328,74.38377380371094,5945304
2020-01-13,85.41984558105469,85.52481079101562,84.9427490234375,85.4103012084961,74.36714935302734,10261492
2020-01-14,85.1812973022461,85.81106567382812,84.79962158203125,85.81106567382812,74.71611785888672,8625669
2020-01-15,85.97328186035156,87.41412353515625,85.96373748779297,87.34732818603516,76.05374908447266,9614038
2020-01-16,87.65267181396484,87.84351348876953,86.87976837158203,87.00381469726562,75.75462341308594,7252474
2020-01-17,87.09923553466797,87.4332046508789,86.69847106933594,86.80343627929688,75.58016967773438,10131226
2020-01-21,86.56488800048828,86.80343627929688,85.60114288330078,85.84923553466797,74.74935913085938,10022129
2020-01-22,86.04007720947266,86.3167953491211,85.51526641845703,85.54389190673828,74.48347473144531,7800474
2020-01-23,85.55343627929688,85.55343627929688,84.21755981445312,84.50381469726562,73.57788848876953,13198093
2020-01-24,84.57061004638672,84.7614517211914,81.6603012084961,82.04198455810547,71.43436431884766,14954960
2020-01-27,81.2022933959961,82.5477066040039,80.83015441894531,82.15648651123047,71.53407287597656,10847534
2020-01-28,82.48091888427734,82.7385482788086,81.96565246582031,82.29962158203125,71.65868377685547,9496347
2020-01-29,82.63359069824219,84.12213897705078,82.47137451171875,83.24427795410156,72.48119354248047,8511227
2020-01-30,82.96755981445312,83.13931274414062,82.25190734863281,82.53816986083984,71.86636352539062,11016471
2020-01-31,82.42366027832031,82.70037841796875,81.10687255859375,81.52671813964844,70.9856948852539,9621583
2020-02-03,82.09923553466797,84.17938995361328,82.09923553466797,83.3396987915039,72.56426239013672,9729318
2020-02-04,84.37976837158203,85.114501953125,84.02671813964844,84.31298065185547,73.41170501708984,15091305
